,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0, ,Crossing AA x aa will give all heterozygous offspring Aa,a2,arg71865,arg68489,arg71865_arg68489,rr,bdec0e8e8e5c06c514969952e12dc0,1
1,Crossing AA x aa will give all heterozygous offspring Aa,I'm unsure but this seems right?,a1,arg68489,arg72017,arg68489_arg72017,rr,5c8f45fd300963b510e5e583a85f7a,-1
2,n,Crossing AA x aa will give all heterozygous offspring Aa,a2,arg72288,arg68489,arg72288_arg68489,rr,f5e4fff3a4a9605b12629bf4cac95f,1
3,Crossing AA x aa will give all heterozygous offspring Aa,.,a1,arg68489,arg72586,arg68489_arg72586,rr,49576fcc061976107dfa27c933b67d,-1
4,WW x ww gives all heterozygous,Crossing AA x aa will give all heterozygous offspring Aa,a2,arg72624,arg68489,arg72624_arg68489,rr,9c879c20dda43dc90748042d0eb20f,1
5,Crossing AA x aa will give all heterozygous offspring Aa,j,a1,arg68489,arg72653,arg68489_arg72653,rr,c0b0fe9e84013a644bb70cd23c69a6,-1
6, ,Crossing AA x aa will give all heterozygous offspring Aa,a2,arg72692,arg68489,arg72692_arg68489,rr,ba2195b8613d1aa0855a6a7d789f3f,1
7,Crossing AA x aa will give all heterozygous offspring Aa,because the parents are pure breeding,a1,arg68489,arg72864,arg68489_arg72864,rr,708754cef412a0e37feac91458b8fc,-1
8,Purebreeding parents give rise to hétérozygote progeny.,Crossing AA x aa will give all heterozygous offspring Aa,a2,arg73047,arg68489,arg73047_arg68489,rr,83298ffad1d5c1507c9d8cc4371e8a,1
9,Crossing AA x aa will give all heterozygous offspring Aa,gg,a1,arg68489,arg73260,arg68489_arg73260,wr,329e19bb2972198cb210a34be61978,-1
10,HHxhh = Hh 100%,Crossing AA x aa will give all heterozygous offspring Aa,a2,arg74064,arg68489,arg74064_arg68489,rr,ff8e434947ba49017eff3d2d477ba7,1
11,Crossing AA x aa will give all heterozygous offspring Aa,PP x pp => 100% heterozygous Pp,a1,arg68489,arg76107,arg68489_arg76107,rr,8b9a35ef268a7af3ffa6e39429cb44,-1
12,Yy,Crossing AA x aa will give all heterozygous offspring Aa,a2,arg76811,arg68489,arg76811_arg68489,rr,8eb203e403c4e4f5ad0c22b0a6c240,1
