,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0,dominance and recessive results in certain genotypes which lead to different ratio of phenotypes. ,"Yellow and wrinkled are dominant, so we only need one of the alleles to be present, however short and grooved are recessive, so both alleles have to be there. The only genotype matching that description is the last",a2,arg74208,arg70389,arg74208_arg70389,rr,ff8e434947ba49017eff3d2d477ba7,1
1,"Yellow and wrinkled are dominant, so we only need one of the alleles to be present, however short and grooved are recessive, so both alleles have to be there. The only genotype matching that description is the last",lower case is recessive so to get those phenotypes you need to be homozygous. ,a1,arg70389,arg74210,arg70389_arg74210,rr,3f8c6489c0aa8afc2efe365be73175,-1
2,short is recessive so it must have to a recessive gene in order to express the recessive trait.  Yellow can either heterozygous or homozygous dominant.,"Yellow and wrinkled are dominant, so we only need one of the alleles to be present, however short and grooved are recessive, so both alleles have to be there. The only genotype matching that description is the last",a2,arg78780,arg70389,arg78780_arg70389,rr,3833d34efac4d96ebc009507f78f02,1
3,"Yellow and wrinkled are dominant, so we only need one of the alleles to be present, however short and grooved are recessive, so both alleles have to be there. The only genotype matching that description is the last","short: l 
wrinkled : W
yellow: Y
grooved: r


thus the genotype is lWYr   so llWwYyrr  or llWWYYrr  (or llWWYyrr or llWwYYrr  --> the last one being answer D",a1,arg70389,arg79079,arg70389_arg79079,rr,fcf6db7ca0c22a5512281fbf85e807,-1
4,"L and R both small letters, W and Y can be homozygous dominant or heterozygous","Yellow and wrinkled are dominant, so we only need one of the alleles to be present, however short and grooved are recessive, so both alleles have to be there. The only genotype matching that description is the last",a2,arg91928,arg70389,arg91928_arg70389,rr,d709f71cb4f0a254ee0d56af55a832,1
5,"Yellow and wrinkled are dominant, so we only need one of the alleles to be present, however short and grooved are recessive, so both alleles have to be there. The only genotype matching that description is the last",short= recessive so must be ll. wrinkled = dominant so W_. Yellow = dominant so Y_. grooved = recessive so rr.,a1,arg70389,arg98925,arg70389_arg98925,rr,b1fbc9050f3eb26b5c9a7100ea970a,-1
6,"For recessive phenotypes, the genotype must be llrr, for dominant phenotypes, it could be WW or Ww and YY or Yy, so that only D meet the above requirements","Yellow and wrinkled are dominant, so we only need one of the alleles to be present, however short and grooved are recessive, so both alleles have to be there. The only genotype matching that description is the last",a2,arg185400,arg70389,arg185400_arg70389,rr,637ecb1b8c33e7098073b0d6996d67,1
7,"Yellow and wrinkled are dominant, so we only need one of the alleles to be present, however short and grooved are recessive, so both alleles have to be there. The only genotype matching that description is the last",ll and rr have to be included (b/c short and grooved are recessive traits),a1,arg70389,arg185521,arg70389_arg185521,rr,929d3cfe56acac8c2de5523f086dc4,-1
8,"since the short and grooved are recessive genes, and other two are dominant genes","Yellow and wrinkled are dominant, so we only need one of the alleles to be present, however short and grooved are recessive, so both alleles have to be there. The only genotype matching that description is the last",a2,arg186219,arg70389,arg186219_arg70389,rr,ef19782cf9333eb6a5a608a66790e2,1
9,"Yellow and wrinkled are dominant, so we only need one of the alleles to be present, however short and grooved are recessive, so both alleles have to be there. The only genotype matching that description is the last",lowercase letters are used to identify recessive genes meaning that for the seed to be short and grooved it would need two recessive genes while the yellow and wrinkled phenotype would only need one,a1,arg70389,arg187702,arg70389_arg187702,rr,94d45884f7f009b34622ae611a92f1,-1
10,"ll = recessive allele for height, so short;
Ww = heterozygous, so wrinkle (dominant allele);
YY = homozygous dominant, so yellow;
rr = homozygous recessive, so grooved","Yellow and wrinkled are dominant, so we only need one of the alleles to be present, however short and grooved are recessive, so both alleles have to be there. The only genotype matching that description is the last",a2,arg187853,arg70389,arg187853_arg70389,rr,712976bfa20924574442c60b7539d4,1
11,"Yellow and wrinkled are dominant, so we only need one of the alleles to be present, however short and grooved are recessive, so both alleles have to be there. The only genotype matching that description is the last","This seed needs, in order to be grooved and short, to have two copies of the recessive allele and, in order to be yellow and wrinkled, at least one copy of the dominant allele.",a1,arg70389,arg188187,arg70389_arg188187,rr,f33d3fcb9c21335276cb80ab54271e,-1
12,"Option ""D"" is the only option that begins with the necessary homozygous recessive pattern for Long/Short, and that ends with the necessary homozygous recessive pattern for grooved seeds.","Yellow and wrinkled are dominant, so we only need one of the alleles to be present, however short and grooved are recessive, so both alleles have to be there. The only genotype matching that description is the last",a2,arg188367,arg70389,arg188367_arg70389,rr,77792e8bba538394722dd000a5191d,1
13,"Yellow and wrinkled are dominant, so we only need one of the alleles to be present, however short and grooved are recessive, so both alleles have to be there. The only genotype matching that description is the last","In order for the recessive traits to show, the dominant allele (?) must not be there. Therefore, we need II for length, at least one W for the surface, at least one Y for the color and rr for grooved.",a1,arg70389,arg188399,arg70389_arg188399,rr,9d0546d0b7aa6c3969bf6f51e13b40,-1
14,The dominant alleles only need one to give the phenotype whereas the recessive alleles need two alleles for the phenotype to be shown,"Yellow and wrinkled are dominant, so we only need one of the alleles to be present, however short and grooved are recessive, so both alleles have to be there. The only genotype matching that description is the last",a2,arg190583,arg70389,arg190583_arg70389,rr,f54a8b841cb0779773ee3f141588c2,1
15,"Yellow and wrinkled are dominant, so we only need one of the alleles to be present, however short and grooved are recessive, so both alleles have to be there. The only genotype matching that description is the last","The capital letters refer to dominant traits. If the individual has a recessive trait, then his genotype must be composed of two lower-case letters.",a1,arg70389,arg190936,arg70389_arg190936,rr,77d5c06f5dd4cc8271bfc6e7390c8f,-1
16,B and C are eliminated since they give long seeds. A is eliminated since it gives white seeds,"Yellow and wrinkled are dominant, so we only need one of the alleles to be present, however short and grooved are recessive, so both alleles have to be there. The only genotype matching that description is the last",a2,arg191335,arg70389,arg191335_arg70389,rr,f0d5d7cc1bb3645de472a5aa1cb5d4,1
17,"Yellow and wrinkled are dominant, so we only need one of the alleles to be present, however short and grooved are recessive, so both alleles have to be there. The only genotype matching that description is the last","Only one that makes sense, the others don't work. Let me go next please.",a1,arg70389,arg192001,arg70389_arg192001,rr,76e61980b956aee94f5e320112aa93,-1
18,Short and ribbed are recessive (homozygous) while wrinkled and yellow are dominant (can be either homozygous or heterozygous),"Yellow and wrinkled are dominant, so we only need one of the alleles to be present, however short and grooved are recessive, so both alleles have to be there. The only genotype matching that description is the last",a2,arg192616,arg70389,arg192616_arg70389,rr,bf41380f6b432534f1cc2235fd02af,1
