,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0,ya,Crossing over occurs during early meiosis I,a2,arg74581,arg69901,arg74581_arg69901,rr,3f8c6489c0aa8afc2efe365be73175,1
1,Crossing over occurs during early meiosis I,m,a1,arg69901,arg75030,arg69901_arg75030,rr,c0b0fe9e84013a644bb70cd23c69a6,-1
2,Yup,Crossing over occurs during early meiosis I,a2,arg75109,arg69901,arg75109_arg69901,wr,51c8aa81265b76c2eafafaddf7f0f1,1
3,Crossing over occurs during early meiosis I, ,a1,arg69901,arg78831,arg69901_arg78831,wr,708754cef412a0e37feac91458b8fc,-1
4,",,",Crossing over occurs during early meiosis I,a2,arg79177,arg69901,arg79177_arg69901,rr,5dc04a99eca53051842d9e165a8534,1
5,Crossing over occurs during early meiosis I,"During prophase 1, chromosomes assemble and genetic information can be exchanged.",a1,arg69901,arg79402,arg69901_arg79402,rr,8802245ba48176f94d3f163c97d717,-1
6,Stick with my rationale.,Crossing over occurs during early meiosis I,a2,arg83331,arg69901,arg83331_arg69901,rr,83298ffad1d5c1507c9d8cc4371e8a,1
7,Crossing over occurs during early meiosis I,.,a1,arg69901,arg87957,arg69901_arg87957,rr,49576fcc061976107dfa27c933b67d,-1
8,bc,Crossing over occurs during early meiosis I,a2,arg97232,arg69901,arg97232_arg69901,rr,299fca65b4a9087fdb025b7f11cf4c,1
9,Crossing over occurs during early meiosis I,......,a1,arg69901,arg99427,arg69901_arg99427,wr,3e179fba728baed8c01e997ac36184,-1
10,just like this ,Crossing over occurs during early meiosis I,a2,arg100451,arg69901,arg100451_arg69901,wr,6bb07ec8918333ecde1b6697bf38f0,1
11,Crossing over occurs during early meiosis I,Prophaseeeeee,a1,arg69901,arg100518,arg69901_arg100518,rr,931fd4c4ea1cd2c0be0bd64b455e7e,-1
12,Before they line up at the plate,Crossing over occurs during early meiosis I,a2,arg104309,arg69901,arg104309_arg69901,rr,9e9f367dbcc4bb2bca45bde40b4c94,1
13,Crossing over occurs during early meiosis I,lkjmn,a1,arg69901,arg105618,arg69901_arg105618,rr,c56ef9ddc618eb7fd119bae5948335,-1
14,Definition,Crossing over occurs during early meiosis I,a2,arg107317,arg69901,arg107317_arg69901,rr,c0ea6e7059333dd78629a86303cbeb,1
15,Crossing over involve the end of prophaseI and the beginning of metaphase I.,notes,a1,arg76306,arg77812,arg76306_arg77812,ww,3340368556c1c3339d531fe5657a11,-1
16,q,Crossing over involve the end of prophaseI and the beginning of metaphase I.,a2,arg81113,arg76306,arg81113_arg76306,ww,c11828d46b53cbf827f3a1903a57ce,1
17,Crossing over involve the end of prophaseI and the beginning of metaphase I.,In between the two.,a1,arg76306,arg81119,arg76306_arg81119,ww,54b602f8b6cbd39d1d6e2ec8f5b893,-1
18,of meiosis I,Crossing over involve the end of prophaseI and the beginning of metaphase I.,a2,arg86844,arg76306,arg86844_arg76306,ww,75151c3099ca1bb0987f709884fe02,1
19,Crossing over involve the end of prophaseI and the beginning of metaphase I.,.,a1,arg76306,arg96930,arg76306_arg96930,ww,5cedf21fe930c659b63d770023ff7e,-1
20,Said in notes.,Crossing over involve the end of prophaseI and the beginning of metaphase I.,a2,arg99597,arg76306,arg99597_arg76306,rw,698f633fa2bc6eceafc718661f9f47,1
