,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0,"law of independent assortment & segregation (can only give 1 type of allele of a specific gene, and different genes are inherent differentially)","The plant can give either A or a and B or b. So it can give AB, aB, Ab, or ab",a2,arg69554,arg68518,arg69554_arg68518,rr,0bb1b73bf390a7f789aa2b784a5f47,1
1,"The plant can give either A or a and B or b. So it can give AB, aB, Ab, or ab",different alleles pair together ,a1,arg68518,arg71798,arg68518_arg71798,rr,e76157e16bb5609476c036748a4d5c,-1
2,.,"The plant can give either A or a and B or b. So it can give AB, aB, Ab, or ab",a2,arg71835,arg68518,arg71835_arg68518,rr,99e13597aca888836f3437b617fdc8,1
3,"The plant can give either A or a and B or b. So it can give AB, aB, Ab, or ab",independent assortment,a1,arg68518,arg72210,arg68518_arg72210,rr,abfbfd26a0ee2f96d948e8170819d5,-1
4,gamete,"The plant can give either A or a and B or b. So it can give AB, aB, Ab, or ab",a2,arg72590,arg68518,arg72590_arg68518,rr,c0b0fe9e84013a644bb70cd23c69a6,1
5,"The plant can give either A or a and B or b. So it can give AB, aB, Ab, or ab","it will give 4 gametes of this type
",a1,arg68518,arg72766,arg68518_arg72766,rr,5d07ebd235d2702a5fa91e3fa5ebbc,-1
6,segregation,"The plant can give either A or a and B or b. So it can give AB, aB, Ab, or ab",a2,arg72817,arg68518,arg72817_arg68518,rr,4aa5a55b7283e597d26fc68e2ea0ea,1
7,"The plant can give either A or a and B or b. So it can give AB, aB, Ab, or ab",Alleles sort independently of one another during méioses to produce gamètes so can't have Aa and Bb tgt.,a1,arg68518,arg73017,arg68518_arg73017,rr,83298ffad1d5c1507c9d8cc4371e8a,-1
8,independant assortment ,"The plant can give either A or a and B or b. So it can give AB, aB, Ab, or ab",a2,arg73564,arg68518,arg73564_arg68518,rr,b1fbc9050f3eb26b5c9a7100ea970a,1
9,"The plant can give either A or a and B or b. So it can give AB, aB, Ab, or ab",;l,a1,arg68518,arg74091,arg68518_arg74091,rr,0afa302600bf72169f66c146a163ce,-1
10,independent assortment ,"The plant can give either A or a and B or b. So it can give AB, aB, Ab, or ab",a2,arg76393,arg68518,arg76393_arg68518,rr,8eb203e403c4e4f5ad0c22b0a6c240,1
11,"The plant can give either A or a and B or b. So it can give AB, aB, Ab, or ab",notes,a1,arg68518,arg77567,arg68518_arg77567,rr,3340368556c1c3339d531fe5657a11,-1
12,A combination 2 heterozygous gene will result with 4 possible gametes.,"The plant can give either A or a and B or b. So it can give AB, aB, Ab, or ab",a2,arg77631,arg68518,arg77631_arg68518,rr,57f5ae976a72c13b7d304c721b0a08,1
13,"The plant can give either A or a and B or b. So it can give AB, aB, Ab, or ab", ,a1,arg68518,arg77710,arg68518_arg77710,rr,14899b064827f55df8c48614f4274f,-1
14,AB Ab aB ab,"The plant can give either A or a and B or b. So it can give AB, aB, Ab, or ab",a2,arg77782,arg68518,arg77782_arg68518,rr,6726b97cb4a2a241b4f7d720d97cb9,1
