,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0, ,Goes from 2n to n,a2,arg76478,arg76096,arg76478_arg76096,wr,cc092e8e650d7143dbedb338647552,1
1,Goes from 2n to n,Divided without duplication,a1,arg76096,arg78074,arg76096_arg78074,wr,f5e4fff3a4a9605b12629bf4cac95f,-1
2, ,Goes from 2n to n,a2,arg78557,arg76096,arg78557_arg76096,wr,4a730a98476c4fc12a6844507b416c,1
3,Goes from 2n to n,That's when cells go from diploid to haploid.,a1,arg76096,arg81153,arg76096_arg81153,rr,54b602f8b6cbd39d1d6e2ec8f5b893,-1
4,I think so,Goes from 2n to n,a2,arg82006,arg76096,arg82006_arg76096,rr,5c8f45fd300963b510e5e583a85f7a,1
5,Goes from 2n to n, ,a1,arg76096,arg84151,arg76096_arg84151,rr,8c765545a150af4f9dc0ead75ea5a9,-1
6,reduced to half after meiosis I,Goes from 2n to n,a2,arg86858,arg76096,arg86858_arg76096,rr,75151c3099ca1bb0987f709884fe02,1
7,Goes from 2n to n,..,a1,arg76096,arg87111,arg76096_arg87111,rr,e969de6f57d3ccca6cfb4d0560708d,-1
8,.,Goes from 2n to n,a2,arg87922,arg76096,arg87922_arg76096,rr,48b961f1db3dd4876b16e703f47af2,1
9,Goes from 2n to n,homologous chromosomes separate in first anaphase,a1,arg76096,arg91899,arg76096_arg91899,rr,d709f71cb4f0a254ee0d56af55a832,-1
10,.,Goes from 2n to n,a2,arg96939,arg76096,arg96939_arg76096,rr,5cedf21fe930c659b63d770023ff7e,1
11,Goes from 2n to n,z,a1,arg76096,arg97254,arg76096_arg97254,rr,299fca65b4a9087fdb025b7f11cf4c,-1
12,because,Goes from 2n to n,a2,arg107307,arg76096,arg107307_arg76096,rr,60f664c85c5bcbe044c8282c286ff1,1
13,Goes from 2n to n,das when you go from 2n to n :D,a1,arg76096,arg135440,arg76096_arg135440,wr,5215938d825754a49c1fbcc2d5ba04,-1
14, ,Divided without duplication,a2,arg78125,arg78074,arg78125_arg78074,ww,dd1b4189a8ac774a3a58a6ffd278d1,1
15,Divided without duplication,-pulled to opposite sides to become haploid cells,a1,arg78074,arg79033,arg78074_arg79033,ww,841dca9eb28915b9a1d1de4bcdf39b,-1
16, ,Divided without duplication,a2,arg79323,arg78074,arg79323_arg78074,ww,bdec0e8e8e5c06c514969952e12dc0,1
17,Divided without duplication,n,a1,arg78074,arg80892,arg78074_arg80892,ww,c1b78ab4dbd2ab5405cde4e9275677,-1
18,Kei,Divided without duplication,a2,arg81625,arg78074,arg81625_arg78074,ww,8049cb3934a4b0f869218b4bdd1d4b,1
19,Divided without duplication,there is no duplication of dna again,a1,arg78074,arg89226,arg78074_arg89226,ww,0103e5d111b63d8b3864c545edb013,-1
20,i thinik,Divided without duplication,a2,arg104635,arg78074,arg104635_arg78074,ww,080a3f7efc38517b8b22a37ab0ee91,1
21,Divided without duplication,Splitsies ,a1,arg78074,arg105923,arg78074_arg105923,ww,25aacd8fff0658e1a2dfe9953dfc6b,-1
22,This is when they split,Divided without duplication,a2,arg106085,arg78074,arg106085_arg78074,ww,9008d1eb1761199bc25f860bd6042e,1
23,"Anaphase 2 is when the chromosomes themselves are physically pulled apart. 
Anaphase 1 is when the homologous chromosomes are pulled apart. ","During anaphase 2, 2n becomes n",a1,arg78274,arg80712,arg78274_arg80712,wr,8802245ba48176f94d3f163c97d717,-1
24,w,"Anaphase 2 is when the chromosomes themselves are physically pulled apart. 
Anaphase 1 is when the homologous chromosomes are pulled apart. ",a2,arg81164,arg78274,arg81164_arg78274,rr,c11828d46b53cbf827f3a1903a57ce,1
25,"Anaphase 2 is when the chromosomes themselves are physically pulled apart. 
Anaphase 1 is when the homologous chromosomes are pulled apart. ",anaphase 2- they go from 2n to n ,a1,arg78274,arg104856,arg78274_arg104856,wr,eaa17cd6f494f1c77a6b18c8299935,-1
26,yeet,"Anaphase 2 is when the chromosomes themselves are physically pulled apart. 
Anaphase 1 is when the homologous chromosomes are pulled apart. ",a2,arg105665,arg78274,arg105665_arg78274,rr,137ca1fd2b7a8fec23eef0a630e71a,1
