,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0,?,test cross w recessive (ssyy) so YY not possible,a2,arg69809,arg69777,arg69809_arg69777,wr,468d9835aa2dd2ba5ab16b54ebfbc1,1
1,test cross w recessive (ssyy) so YY not possible,hmmmmm,a1,arg69777,arg69824,arg69777_arg69824,wr,51c8aa81265b76c2eafafaddf7f0f1,-1
2,YY,test cross w recessive (ssyy) so YY not possible,a2,arg70817,arg69777,arg70817_arg69777,rr,dd1b4189a8ac774a3a58a6ffd278d1,1
3,test cross w recessive (ssyy) so YY not possible,test cross is with recessive alleles usually,a1,arg69777,arg71790,arg69777_arg71790,rr,bdec0e8e8e5c06c514969952e12dc0,-1
4,never going to get 2 big Y alleles since the test cross only has yy,test cross w recessive (ssyy) so YY not possible,a2,arg71800,arg69777,arg71800_arg69777,rr,e76157e16bb5609476c036748a4d5c,1
5,test cross w recessive (ssyy) so YY not possible,test hybrid cross uses ss yy so it is impossible to end up ss Yy,a1,arg69777,arg71933,arg69777_arg71933,wr,6fd733ce744be25ce02e000dcdac24,-1
6,.,test cross w recessive (ssyy) so YY not possible,a2,arg72564,arg69777,arg72564_arg69777,rr,49576fcc061976107dfa27c933b67d,1
7,test cross w recessive (ssyy) so YY not possible,because the other parent is heterozygous recessive,a1,arg69777,arg72838,arg69777_arg72838,rr,708754cef412a0e37feac91458b8fc,-1
8,   ,test cross w recessive (ssyy) so YY not possible,a2,arg73230,arg69777,arg73230_arg69777,wr,329e19bb2972198cb210a34be61978,1
9,test cross w recessive (ssyy) so YY not possible, ,a1,arg69777,arg73354,arg69777_arg73354,rr,636a75297f7fb81eec8ea53f8010ba,-1
10,Can’t be YY,test cross w recessive (ssyy) so YY not possible,a2,arg74925,arg69777,arg74925_arg69777,rr,8b9a35ef268a7af3ffa6e39429cb44,1
11,test cross w recessive (ssyy) so YY not possible,no homo dominant,a1,arg69777,arg76440,arg69777_arg76440,rr,8eb203e403c4e4f5ad0c22b0a6c240,-1
12,i did the punnett square ,test cross w recessive (ssyy) so YY not possible,a2,arg77580,arg69777,arg77580_arg69777,rr,3340368556c1c3339d531fe5657a11,1
13,test cross w recessive (ssyy) so YY not possible,.,a1,arg69777,arg77865,arg69777_arg77865,rr,3e179fba728baed8c01e997ac36184,-1
14,cant have one homozygous dominant gene,test cross w recessive (ssyy) so YY not possible,a2,arg78818,arg69777,arg78818_arg69777,rr,3833d34efac4d96ebc009507f78f02,1
15,test cross w recessive (ssyy) so YY not possible,oo idk,a1,arg69777,arg83475,arg69777_arg83475,wr,49608560fb63a67dcb73693d0ceda4,-1
16, ,test cross w recessive (ssyy) so YY not possible,a2,arg86697,arg69777,arg86697_arg69777,rr,89e8f909166ff575a315ba47797f9f,1
17,test cross w recessive (ssyy) so YY not possible,Y comes from SsYy so other allele must be y from the homozygous recessive tester,a1,arg69777,arg86934,arg69777_arg86934,rr,75151c3099ca1bb0987f709884fe02,-1
18,no homozygous dominant possible,test cross w recessive (ssyy) so YY not possible,a2,arg91954,arg69777,arg91954_arg69777,rr,d709f71cb4f0a254ee0d56af55a832,1
19,test cross w recessive (ssyy) so YY not possible,testcross,a1,arg69777,arg96556,arg69777_arg96556,rr,ec0af916fb5a693fb11f8fe27aa0c6,-1
20,The test cross cannot give big Y,test cross w recessive (ssyy) so YY not possible,a2,arg98826,arg69777,arg98826_arg69777,rr,7a75c18e543c44ba363a19a5c622a3,1
21,test cross w recessive (ssyy) so YY not possible,"You can't get two dominant Y alleles (one from the parent, but the testcross parent ssyy does not have Y)",a1,arg69777,arg99725,arg69777_arg99725,rr,49de27d597d056c2f2d9261a80f9a8,-1
22,need a little y from test cross parent,test cross w recessive (ssyy) so YY not possible,a2,arg100599,arg69777,arg100599_arg69777,rr,d4db6473770e13b88e945e6d720b09,1
23,test cross w recessive (ssyy) so YY not possible,"never all recessive
",a1,arg69777,arg104328,arg69777_arg104328,wr,c26349749ee6d3652a416f7928117e,-1
24,"Only one parent has a Y, the other is homozygous recessive",test cross w recessive (ssyy) so YY not possible,a2,arg105516,arg69777,arg105516_arg69777,rr,9008d1eb1761199bc25f860bd6042e,1
