,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0,facts. ask mendel,genes are segregated and assorted independently as a result,a2,arg74602,arg69954,arg74602_arg69954,rr,3f8c6489c0aa8afc2efe365be73175,1
1,genes are segregated and assorted independently as a result, ,a1,arg69954,arg74874,arg69954_arg74874,rr,b2dc02b7b0620f746fd7977a3e3e63,-1
2,"     
",genes are segregated and assorted independently as a result,a2,arg76581,arg69954,arg76581_arg69954,rr,91b81abeeb3dd5b4f163738528596a,1
3,genes are segregated and assorted independently as a result,"Genes that are far apart on the same chromosome also assort independently thanks to the crossing over, or exchange of homologous chromosome bits, that occurs early in meiosis 1.  ",a1,arg69954,arg78278,arg69954_arg78278,wr,f9492d6919058d9e266fd90f87a2c3,-1
4,"-which goes into which cell is random
",genes are segregated and assorted independently as a result,a2,arg79034,arg69954,arg79034_arg69954,rr,841dca9eb28915b9a1d1de4bcdf39b,1
5,genes are segregated and assorted independently as a result,a,a1,arg69954,arg81169,arg69954_arg81169,rr,c11828d46b53cbf827f3a1903a57ce,-1
6,A,genes are segregated and assorted independently as a result,a2,arg81626,arg69954,arg81626_arg69954,rr,8049cb3934a4b0f869218b4bdd1d4b,1
7,genes are segregated and assorted independently as a result,think so,a1,arg69954,arg82007,arg69954_arg82007,rr,5c8f45fd300963b510e5e583a85f7a,-1
8, ,genes are segregated and assorted independently as a result,a2,arg86223,arg69954,arg86223_arg69954,rr,8c765545a150af4f9dc0ead75ea5a9,1
9,genes are segregated and assorted independently as a result,segregation of chromosomes during meiosis causes independent assortment of genes,a1,arg69954,arg92932,arg69954_arg92932,rr,8802245ba48176f94d3f163c97d717,-1
10,.,genes are segregated and assorted independently as a result,a2,arg96940,arg69954,arg96940_arg69954,rr,5cedf21fe930c659b63d770023ff7e,1
11,genes are segregated and assorted independently as a result,b is crossing over,a1,arg69954,arg99819,arg69954_arg99819,wr,412a550222b21703c1ab6f70a7d63e,-1
12,just like it,genes are segregated and assorted independently as a result,a2,arg100543,arg69954,arg100543_arg69954,rr,6bb07ec8918333ecde1b6697bf38f0,1
13,genes are segregated and assorted independently as a result,cause,a1,arg69954,arg111232,arg69954_arg111232,rr,c529098d40ac1fccc2b019d768162c,-1
