,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,"1/4 recessive aa and 1/4 recessive bb 
1/4 x 1/4 = 1/16 aabb",a2,arg68732,arg68503,arg68732_arg68503,rr,ee7b40f08ecc3e6ceca31a6f6b2a5d,1
1,"1/4 recessive aa and 1/4 recessive bb 
1/4 x 1/4 = 1/16 aabb",9:3:3:1,a1,arg68503,arg72840,arg68503_arg72840,rr,708754cef412a0e37feac91458b8fc,-1
2,punett,"1/4 recessive aa and 1/4 recessive bb 
1/4 x 1/4 = 1/16 aabb",a2,arg76453,arg68503,arg76453_arg68503,rr,8eb203e403c4e4f5ad0c22b0a6c240,1
3,"1/4 recessive aa and 1/4 recessive bb 
1/4 x 1/4 = 1/16 aabb",Just do a Punett square Just do a Punett squareJust do a Punett squareJust do a Punett squareJust do a Punett square,a1,arg68503,arg187010,arg68503_arg187010,rr,cc33d8d001d9067cbcb7f355866a3f,-1
4,"The ratio for aabb is 1/16 , the same as AABB.","1/4 recessive aa and 1/4 recessive bb 
1/4 x 1/4 = 1/16 aabb",a2,arg196935,arg68503,arg196935_arg68503,rr,853d76e4fed364ec714932ca6ad13d,1
5,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,9:3:3:1,a1,arg68732,arg69547,arg68732_arg69547,rr,710f05a894e40d30408e624d812a4b,-1
6,if both are recessive,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,a2,arg71791,arg68732,arg71791_arg68732,rr,bdec0e8e8e5c06c514969952e12dc0,1
7,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,"Proportion of aabb
gene a = 1/4 
gene b = 1/4 

product rule ",a1,arg68732,arg71801,arg68732_arg71801,rr,e76157e16bb5609476c036748a4d5c,-1
8,.,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,a2,arg71837,arg68732,arg71837_arg68732,rr,99e13597aca888836f3437b617fdc8,1
9,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab, ,a1,arg68732,arg74254,arg68732_arg74254,rr,1ecf0b821c364abdbd7b417b940022,-1
10,I did the math,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,a2,arg78625,arg68732,arg78625_arg68732,rr,3f723e391f6fc48fb0c52046239973,1
11,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,a,a1,arg68732,arg78695,arg68732_arg78695,rr,8ea6d35ef00f2b5729baa089d59334,-1
12, ,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,a2,arg79468,arg68732,arg79468_arg68732,rr,177f9fe28a7f447052d4f0c3344b3b,1
13,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,.,a1,arg68732,arg80120,arg68732_arg80120,rr,52a0801ec0b18861cc6df508f1b10b,-1
14,  ,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,a2,arg81006,arg68732,arg81006_arg68732,rr,c11828d46b53cbf827f3a1903a57ce,1
15,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,NORMAL RATIO,a1,arg68732,arg82743,arg68732_arg82743,rr,e24a676b9c1c6fb60ac2698aa4db99,-1
16, ,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,a2,arg86699,arg68732,arg86699_arg68732,rr,89e8f909166ff575a315ba47797f9f,1
17,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,assuming they are on two different genes,a1,arg68732,arg92226,arg68732_arg92226,rr,048559c9100373cd2ce89faba8a70e,-1
18,P(ab) x P(ab) = 1/16,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,a2,arg93073,arg68732,arg93073_arg68732,rr,8802245ba48176f94d3f163c97d717,1
19,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,n,a1,arg68732,arg97318,arg68732_arg97318,rr,299fca65b4a9087fdb025b7f11cf4c,-1
20,9:3:3;1,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,a2,arg98937,arg68732,arg98937_arg68732,rr,b1fbc9050f3eb26b5c9a7100ea970a,1
21,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,punnet squares,a1,arg68732,arg99943,arg68732_arg99943,rr,137ca1fd2b7a8fec23eef0a630e71a,-1
22,ync8,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,a2,arg100768,arg68732,arg100768_arg68732,rr,6bb07ec8918333ecde1b6697bf38f0,1
23,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,classic,a1,arg68732,arg103959,arg68732_arg103959,rr,0a82d2f36cda00b9f5e97c580752ac,-1
24,9:3:3:1,AaBb * AaBb = 9/16 AB + 3/16 a/B + 3/16 A/b + 1/16 ab,a2,arg105118,arg68732,arg105118_arg68732,rr,9bd4ca10705470328068efc939c871,1
