,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0, ,Synapsis occurs between two homologous chromosomes,a2,arg74748,arg69903,arg74748_arg69903,rr,b2dc02b7b0620f746fd7977a3e3e63,1
1,Synapsis occurs between two homologous chromosomes,n,a1,arg69903,arg75034,arg69903_arg75034,rr,c0b0fe9e84013a644bb70cd23c69a6,-1
2, ,Synapsis occurs between two homologous chromosomes,a2,arg77670,arg69903,arg77670_arg69903,rr,14899b064827f55df8c48614f4274f,1
3,Synapsis occurs between two homologous chromosomes,"notes
",a1,arg69903,arg77814,arg69903_arg77814,rr,3340368556c1c3339d531fe5657a11,-1
4, ,Synapsis occurs between two homologous chromosomes,a2,arg77968,arg69903,arg77968_arg69903,rr,ba2195b8613d1aa0855a6a7d789f3f,1
5,Synapsis occurs between two homologous chromosomes,synpase only occur between homologous chromosomes,a1,arg69903,arg78098,arg69903_arg78098,rr,ee7b40f08ecc3e6ceca31a6f6b2a5d,-1
6, ,Synapsis occurs between two homologous chromosomes,a2,arg78116,arg69903,arg78116_arg69903,rr,dd1b4189a8ac774a3a58a6ffd278d1,1
7,Synapsis occurs between two homologous chromosomes,dddd,a1,arg69903,arg78501,arg69903_arg78501,rr,841dca9eb28915b9a1d1de4bcdf39b,-1
8,Synapse,Synapsis occurs between two homologous chromosomes,a2,arg78534,arg69903,arg78534_arg69903,wr,f83e757fc9e0755b64fe6e172527ae,1
9,Synapsis occurs between two homologous chromosomes,h,a1,arg69903,arg78559,arg69903_arg78559,rr,d53afd173c3f5093853af6b1ad4d38,-1
10,  ,Synapsis occurs between two homologous chromosomes,a2,arg78837,arg69903,arg78837_arg69903,rr,708754cef412a0e37feac91458b8fc,1
11,Synapsis occurs between two homologous chromosomes,Usually,a1,arg69903,arg79327,arg69903_arg79327,wr,e7f595f729b590fab3e6691536dc8c,-1
12,Crossing over occurs between homologous chromosomes.,Synapsis occurs between two homologous chromosomes,a2,arg81121,arg69903,arg81121_arg69903,rr,54b602f8b6cbd39d1d6e2ec8f5b893,1
13,Synapsis occurs between two homologous chromosomes, ,a1,arg69903,arg81670,arg69903_arg81670,wr,af181ed64931d83044c97933d7e509,-1
14,only homologue are paired in synapsis.,Synapsis occurs between two homologous chromosomes,a2,arg83337,arg69903,arg83337_arg69903,rr,83298ffad1d5c1507c9d8cc4371e8a,1
15,Synapsis occurs between two homologous chromosomes,i googled this,a1,arg69903,arg87160,arg69903_arg87160,wr,0103e5d111b63d8b3864c545edb013,-1
16,not sure,Synapsis occurs between two homologous chromosomes,a2,arg87216,arg69903,arg87216_arg69903,wr,87d12d8bf0b77679a64968d62c01a7,1
17,Synapsis occurs between two homologous chromosomes,.,a1,arg69903,arg87913,arg69903_arg87913,rr,48b961f1db3dd4876b16e703f47af2,-1
18,non identical sister chromatids,Synapsis occurs between two homologous chromosomes,a2,arg91396,arg69903,arg91396_arg69903,rr,a8496b111aada73c12cfed8838453a,1
19,Synapsis occurs between two homologous chromosomes,Fusion of two homologs,a1,arg69903,arg91626,arg69903_arg91626,rr,9c879c20dda43dc90748042d0eb20f,-1
20,.,Synapsis occurs between two homologous chromosomes,a2,arg91806,arg69903,arg91806_arg69903,rr,cf8118d76a9262c4d9d77be9dcfe2e,1
21,Synapsis occurs between two homologous chromosomes,fusion of chromosome homologs,a1,arg69903,arg91891,arg69903_arg91891,rr,d709f71cb4f0a254ee0d56af55a832,-1
22,...,Synapsis occurs between two homologous chromosomes,a2,arg96931,arg69903,arg96931_arg69903,rr,5cedf21fe930c659b63d770023ff7e,1
23,Synapsis occurs between two homologous chromosomes,.,a1,arg69903,arg97130,arg69903_arg97130,wr,5f26641b9519f9f1ec07d26d10303c,-1
24,cb,Synapsis occurs between two homologous chromosomes,a2,arg97234,arg69903,arg97234_arg69903,rr,299fca65b4a9087fdb025b7f11cf4c,1
25,Synapsis occurs between two homologous chromosomes,yes,a1,arg69903,arg97519,arg69903_arg97519,wr,b3e7bae43ae19a10a6ff766e0972d0,-1
26,......,Synapsis occurs between two homologous chromosomes,a2,arg99428,arg69903,arg99428_arg69903,rr,3e179fba728baed8c01e997ac36184,1
27,Synapsis occurs between two homologous chromosomes,Pairing of homologs,a1,arg69903,arg100059,arg69903_arg100059,rr,8c102c86fa48da8a78b3f2fdea1ce9,-1
28,definition ,Synapsis occurs between two homologous chromosomes,a2,arg101428,arg69903,arg101428_arg69903,rr,775afec11b93dd23f17e6225796045,1
29,Synapsis occurs between two homologous chromosomes,note ,a1,arg69903,arg101511,arg69903_arg101511,wr,3be4e8a974a5ab4fcb1e3d529ebe22,-1
30,between homologous chromosomes,Synapsis occurs between two homologous chromosomes,a2,arg102361,arg69903,arg102361_arg69903,rr,2d622cf72648bca831a62b29d9a7ad,1
31,Synapsis occurs between two homologous chromosomes,"connects sister chromatids
",a1,arg69903,arg103533,arg69903_arg103533,wr,0c8d3eb148df5456ef11b522e6e9ad,-1
32,not sure,Synapsis occurs between two homologous chromosomes,a2,arg104623,arg69903,arg104623_arg69903,rr,080a3f7efc38517b8b22a37ab0ee91,1
33,Synapsis occurs between two homologous chromosomes,happens then,a1,arg69903,arg104907,arg69903_arg104907,wr,268002bfc7fcb28d6bdc37f9256674,-1
34,what it is,Synapsis occurs between two homologous chromosomes,a2,arg105058,arg69903,arg105058_arg69903,rr,c26349749ee6d3652a416f7928117e,1
35,Synapsis occurs between two homologous chromosomes,homologous chromosomes line up during prophase I,a1,arg69903,arg105699,arg69903_arg105699,rr,0d4f219b69a784ccd808051eac7845,-1
36,separation of chromosomes,Synapsis occurs between two homologous chromosomes,a2,arg106172,arg69903,arg106172_arg69903,rr,f96816c6c17b9482b5003ec783dc5a,1
37,Synapsis occurs between two homologous chromosomes,Im not sure,a1,arg69903,arg106792,arg69903_arg106792,rr,c275a3dcaee83c830c11a05eb20c49,-1
38,homologs connect to form a tetrad,Synapsis occurs between two homologous chromosomes,a2,arg107156,arg69903,arg107156_arg69903,rr,d5cb6aac310874f98e2fec71d14a59,1
39,Synapsis occurs between two homologous chromosomes,whoops i don't know,a1,arg69903,arg107320,arg69903_arg107320,wr,c0ea6e7059333dd78629a86303cbeb,-1
40,connection of 2 homologous chromosomes,Synapsis occurs between two homologous chromosomes,a2,arg135014,arg69903,arg135014_arg69903,rr,4a79fd803f80b607b31480868d553e,1
41,"Synapsis is the pairing of two homologous chromosomes that occurs during meiosis. It allows matching-up of homologous pairs prior to their segregation, and possible chromosomal crossover between them.",Pairing of homlogous chromosomes,a1,arg75112,arg75243,arg75112_arg75243,rr,6726b97cb4a2a241b4f7d720d97cb9,-1
42,Lining up of homologous to allow matching up for later process of meiosis.,"Synapsis is the pairing of two homologous chromosomes that occurs during meiosis. It allows matching-up of homologous pairs prior to their segregation, and possible chromosomal crossover between them.",a2,arg76350,arg75112,arg76350_arg75112,rr,91b81abeeb3dd5b4f163738528596a,1
43,"Synapsis is the pairing of two homologous chromosomes that occurs during meiosis. It allows matching-up of homologous pairs prior to their segregation, and possible chromosomal crossover between them."," Synapse is the pairing of 2 homologous chromosomes, during which crossing over can occur",a1,arg75112,arg79407,arg75112_arg79407,rr,8802245ba48176f94d3f163c97d717,-1
