,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0, ,"P = AA x aa
F1 = Aa
F2 = AA Aa and aa",a2,arg68813,arg68493,arg68813_arg68493,rr,b2dc02b7b0620f746fd7977a3e3e63,1
1,"P = AA x aa
F1 = Aa
F2 = AA Aa and aa",all 3 are found for a selfed heterozygote ,a1,arg68493,arg71808,arg68493_arg71808,rr,e76157e16bb5609476c036748a4d5c,-1
2,all F1 Aa ,"P = AA x aa
F1 = Aa
F2 = AA Aa and aa",a2,arg71844,arg68493,arg71844_arg68493,rr,99e13597aca888836f3437b617fdc8,1
3,"P = AA x aa
F1 = Aa
F2 = AA Aa and aa", ,a1,arg68493,arg71866,arg68493_arg71866,rr,bdec0e8e8e5c06c514969952e12dc0,-1
4,b,"P = AA x aa
F1 = Aa
F2 = AA Aa and aa",a2,arg72290,arg68493,arg72290_arg68493,rr,f5e4fff3a4a9605b12629bf4cac95f,1
5,"P = AA x aa
F1 = Aa
F2 = AA Aa and aa",.,a1,arg68493,arg72486,arg68493_arg72486,rr,5cedf21fe930c659b63d770023ff7e,-1
6,Ww x Ww together would give all 3,"P = AA x aa
F1 = Aa
F2 = AA Aa and aa",a2,arg72626,arg68493,arg72626_arg68493,rr,9c879c20dda43dc90748042d0eb20f,1
7,"P = AA x aa
F1 = Aa
F2 = AA Aa and aa",all,a1,arg68493,arg72654,arg68493_arg72654,rr,c0b0fe9e84013a644bb70cd23c69a6,-1
8,Aa X Aa will give AA Aa and aa,"P = AA x aa
F1 = Aa
F2 = AA Aa and aa",a2,arg72866,arg68493,arg72866_arg68493,rr,708754cef412a0e37feac91458b8fc,1
9,"P = AA x aa
F1 = Aa
F2 = AA Aa and aa",yup,a1,arg68493,arg74331,arg68493_arg74331,rr,3f8c6489c0aa8afc2efe365be73175,-1
