,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0,2 per chromosome,2 pairs of homologous chromosomes x 2 chromosomes x 2 chromatids per chromosome = 8 chromatids,a2,arg75127,arg69940,arg75127_arg69940,wr,51c8aa81265b76c2eafafaddf7f0f1,1
1,2 pairs of homologous chromosomes x 2 chromosomes x 2 chromatids per chromosome = 8 chromatids,2 pairs = 4 chromosomes,a1,arg69940,arg75271,arg69940_arg75271,rr,6726b97cb4a2a241b4f7d720d97cb9,-1
2,"2 chromatids/chromsome 
2 chromosomes/homologous chromsome
.: 8",2 pairs of homologous chromosomes x 2 chromosomes x 2 chromatids per chromosome = 8 chromatids,a2,arg78267,arg69940,arg78267_arg69940,rr,f9492d6919058d9e266fd90f87a2c3,1
3,2 pairs of homologous chromosomes x 2 chromosomes x 2 chromatids per chromosome = 8 chromatids,Lol,a1,arg69940,arg79337,arg69940_arg79337,wr,e7f595f729b590fab3e6691536dc8c,-1
4,2 pairs of homologous chromosomes = 8 chromatids,2 pairs of homologous chromosomes x 2 chromosomes x 2 chromatids per chromosome = 8 chromatids,a2,arg79770,arg69940,arg79770_arg69940,rr,8802245ba48176f94d3f163c97d717,1
5,2 pairs of homologous chromosomes x 2 chromosomes x 2 chromatids per chromosome = 8 chromatids,w,a1,arg69940,arg81148,arg69940_arg81148,rr,c11828d46b53cbf827f3a1903a57ce,-1
6,Each chromosome has 2 chromatids,2 pairs of homologous chromosomes x 2 chromosomes x 2 chromatids per chromosome = 8 chromatids,a2,arg82004,arg69940,arg82004_arg69940,wr,5c8f45fd300963b510e5e583a85f7a,1
7,2 pairs of homologous chromosomes x 2 chromosomes x 2 chromatids per chromosome = 8 chromatids,.,a1,arg69940,arg83197,arg69940_arg83197,wr,49608560fb63a67dcb73693d0ceda4,-1
8,2 per chromosome,2 pairs of homologous chromosomes x 2 chromosomes x 2 chromatids per chromosome = 8 chromatids,a2,arg86856,arg69940,arg86856_arg69940,rr,75151c3099ca1bb0987f709884fe02,1
9,2 pairs of homologous chromosomes x 2 chromosomes x 2 chromatids per chromosome = 8 chromatids,"at metaphase, they are divinding, so 2 x 2 =4",a1,arg69940,arg87223,arg69940_arg87223,wr,87d12d8bf0b77679a64968d62c01a7,-1
