,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0,"since there is offspring with recessive phenotype produced, this means that the dominant parent must be heterozygous dominant.",If the parent's genotype is Aa around 1/2 children will have the recessive phenotype and 4/9 is near 1/2 ,a2,arg68751,arg68480,arg68751_arg68480,rr,ee7b40f08ecc3e6ceca31a6f6b2a5d,1
1,If the parent's genotype is Aa around 1/2 children will have the recessive phenotype and 4/9 is near 1/2 ,  ,a1,arg68480,arg68815,arg68480_arg68815,rr,b2dc02b7b0620f746fd7977a3e3e63,-1
2, ,If the parent's genotype is Aa around 1/2 children will have the recessive phenotype and 4/9 is near 1/2 ,a2,arg70850,arg68480,arg70850_arg68480,rr,dd1b4189a8ac774a3a58a6ffd278d1,1
3,If the parent's genotype is Aa around 1/2 children will have the recessive phenotype and 4/9 is near 1/2 ,b,a1,arg68480,arg72293,arg68480_arg72293,rr,f5e4fff3a4a9605b12629bf4cac95f,-1
4,50%,If the parent's genotype is Aa around 1/2 children will have the recessive phenotype and 4/9 is near 1/2 ,a2,arg76844,arg68480,arg76844_arg68480,rr,8eb203e403c4e4f5ad0c22b0a6c240,1
5,If the parent's genotype is Aa around 1/2 children will have the recessive phenotype and 4/9 is near 1/2 ,IT HAS TO BE,a1,arg68480,arg78639,arg68480_arg78639,rr,3f723e391f6fc48fb0c52046239973,-1
6,ya,If the parent's genotype is Aa around 1/2 children will have the recessive phenotype and 4/9 is near 1/2 ,a2,arg79131,arg68480,arg79131_arg68480,rr,841dca9eb28915b9a1d1de4bcdf39b,1
7,If the parent's genotype is Aa around 1/2 children will have the recessive phenotype and 4/9 is near 1/2 ,jhnh,a1,arg68480,arg81037,arg68480_arg81037,rr,c11828d46b53cbf827f3a1903a57ce,-1
8,.,If the parent's genotype is Aa around 1/2 children will have the recessive phenotype and 4/9 is near 1/2 ,a2,arg81319,arg68480,arg81319_arg68480,rr,54b602f8b6cbd39d1d6e2ec8f5b893,1
9,If the parent's genotype is Aa around 1/2 children will have the recessive phenotype and 4/9 is near 1/2 ,YES 1:1,a1,arg68480,arg86397,arg68480_arg86397,rr,710f05a894e40d30408e624d812a4b,-1
10,"half is recessive, meaning the dominant phenotype has to be a heterozygote",If the parent's genotype is Aa around 1/2 children will have the recessive phenotype and 4/9 is near 1/2 ,a2,arg91973,arg68480,arg91973_arg68480,rr,d709f71cb4f0a254ee0d56af55a832,1
11,If the parent's genotype is Aa around 1/2 children will have the recessive phenotype and 4/9 is near 1/2 ,They have to pass one a recessive allele,a1,arg68480,arg98866,arg68480_arg98866,rr,7a75c18e543c44ba363a19a5c622a3,-1
12,............,If the parent's genotype is Aa around 1/2 children will have the recessive phenotype and 4/9 is near 1/2 ,a2,arg100219,arg68480,arg100219_arg68480,rr,8c102c86fa48da8a78b3f2fdea1ce9,1
13,If the parent's genotype is Aa around 1/2 children will have the recessive phenotype and 4/9 is near 1/2 ,Because we need some recessive,a1,arg68480,arg104688,arg68480_arg104688,rr,268002bfc7fcb28d6bdc37f9256674,-1
14,Punnett square,If the parent's genotype is Aa around 1/2 children will have the recessive phenotype and 4/9 is near 1/2 ,a2,arg105752,arg68480,arg105752_arg68480,rr,25aacd8fff0658e1a2dfe9953dfc6b,1
