,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0,This is the only possibility  that could result in different phenotypes,a test cross make use of a homozygous recessive individual to test the genotype of another individual,a2,arg69202,arg68717,arg69202_arg68717,wr,468d9835aa2dd2ba5ab16b54ebfbc1,1
1,a test cross make use of a homozygous recessive individual to test the genotype of another individual,Test cross means breed unknown with homozygous recessive.,a1,arg68717,arg69530,arg68717_arg69530,rr,710f05a894e40d30408e624d812a4b,-1
2,test cross always with one parent that is homozygous recessive,a test cross make use of a homozygous recessive individual to test the genotype of another individual,a2,arg69545,arg68717,arg69545_arg68717,rr,0bb1b73bf390a7f789aa2b784a5f47,1
3,a test cross make use of a homozygous recessive individual to test the genotype of another individual,hmmm,a1,arg68717,arg69813,arg68717_arg69813,wr,51c8aa81265b76c2eafafaddf7f0f1,-1
4,crosses back to a tester parent (recessive homozygote),a test cross make use of a homozygous recessive individual to test the genotype of another individual,a2,arg71796,arg68717,arg71796_arg68717,rr,e76157e16bb5609476c036748a4d5c,1
5,a test cross make use of a homozygous recessive individual to test the genotype of another individual,We want to see if an unknown organism is either heterozygous dominant or homozygous dominant. If heterozygous dominant; we will expect to see recessive phenotype. If homozygous dominant; we will expected to  see only dominant phenotype. ,a1,arg68717,arg71817,arg68717_arg71817,rr,5dc04a99eca53051842d9e165a8534,-1
6,with recessive,a test cross make use of a homozygous recessive individual to test the genotype of another individual,a2,arg72272,arg68717,arg72272_arg68717,rr,f5e4fff3a4a9605b12629bf4cac95f,1
7,a test cross make use of a homozygous recessive individual to test the genotype of another individual,Test cross: Crossing Unk X Homozygous Recessive,a1,arg68717,arg72473,arg68717_arg72473,rr,5cedf21fe930c659b63d770023ff7e,-1
8,It is with a homozygotes récessive.,a test cross make use of a homozygous recessive individual to test the genotype of another individual,a2,arg73014,arg68717,arg73014_arg68717,rr,83298ffad1d5c1507c9d8cc4371e8a,1
9,a test cross make use of a homozygous recessive individual to test the genotype of another individual,crossed with homozygous recessive,a1,arg68717,arg74219,arg68717_arg74219,rr,1ecf0b821c364abdbd7b417b940022,-1
10,.,a test cross make use of a homozygous recessive individual to test the genotype of another individual,a2,arg74360,arg68717,arg74360_arg68717,rr,c1f78f0089c2c77e77a091b47cca2b,1
11,a test cross make use of a homozygous recessive individual to test the genotype of another individual,Test cross is performed with a homozygous recessive parent,a1,arg68717,arg74413,arg68717_arg74413,rr,a9d47e5c45f9dd3d3f60ab0393cc1a,-1
12,tester in a testcross is homozygous recessive,a test cross make use of a homozygous recessive individual to test the genotype of another individual,a2,arg77776,arg68717,arg77776_arg68717,rr,6726b97cb4a2a241b4f7d720d97cb9,1
13,a test cross make use of a homozygous recessive individual to test the genotype of another individual,use a purebreeding tester ,a1,arg68717,arg78681,arg68717_arg78681,wr,cead6646672b7b1bc6a7a53b4a3d15,-1
