,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0,either,"A or C may be correct, we cannot determine which one based on the given information",a2,arg127900,arg72438,arg127900_arg72438,rr,dd1b4189a8ac774a3a58a6ffd278d1,1
1,"A or C may be correct, we cannot determine which one based on the given information",mnyujhghjk,a1,arg72438,arg127981,arg72438_arg127981,rr,b2dc02b7b0620f746fd7977a3e3e63,-1
2,unsure,"A or C may be correct, we cannot determine which one based on the given information",a2,arg131801,arg72438,arg131801_arg72438,wr,e7a4172d989b21cb4c8cce7fe7fc74,1
3,"A or C may be correct, we cannot determine which one based on the given information",gggggggggg,a1,arg72438,arg133074,arg72438_arg133074,rr,0a82d2f36cda00b9f5e97c580752ac,-1
4,Hmmm,"A or C may be correct, we cannot determine which one based on the given information",a2,arg135598,arg72438,arg135598_arg72438,rr,14899b064827f55df8c48614f4274f,1
5,"A or C may be correct, we cannot determine which one based on the given information",jklnsglkn,a1,arg72438,arg136354,arg72438_arg136354,wr,d22b2724721ba0da929fb42ad2e456,-1
6,i think,"A or C may be correct, we cannot determine which one based on the given information",a2,arg136455,arg72438,arg136455_arg72438,wr,3f723e391f6fc48fb0c52046239973,1
7,"A or C may be correct, we cannot determine which one based on the given information",grshgrhg,a1,arg72438,arg139798,arg72438_arg139798,rr,0d4f219b69a784ccd808051eac7845,-1
8,definition,"A or C may be correct, we cannot determine which one based on the given information",a2,arg153920,arg72438,arg153920_arg72438,rr,ef7cec2ad22c937d06e4c5920d954d,1
9,"A or C may be correct, we cannot determine which one based on the given information",A map distance of 50 map units or more means that the chromosomes are not linked.,a1,arg72438,arg201784,arg72438_arg201784,wr,0b5ea53794e927893484b2477ee5a5,-1
10,Gene Linkage --> Q20Gene Linkage --> Q20Gene Linkage --> Q20Gene Linkage --> Q20Gene Linkage --> Q20Gene Linkage --> Q20,"A or C may be correct, we cannot determine which one based on the given information",a2,arg206019,arg72438,arg206019_arg72438,rr,11f1a8875488de92d068d9568ca86d,1
11,"A or C may be correct, we cannot determine which one based on the given information","if it is 50 cM or more then the genes are determined to be unlinked, thus on different chromosomes",a1,arg72438,arg206889,arg72438_arg206889,wr,f0fe06c5bd0b51c7faaf6da53dc103,-1
12,When the recombinant frequency is equal to 50% it is said that they are independently assorting,"A or C may be correct, we cannot determine which one based on the given information",a2,arg208417,arg72438,arg208417_arg72438,rr,5d5c9eeee8f714934b249eebfabd8b,1
13,"A or C may be correct, we cannot determine which one based on the given information",The measured distance between genes D and E in a two point test cross is 50 map units. What does this mean in physical terms?,a1,arg72438,arg209677,arg72438_arg209677,wr,7ccdbc380580efafcc4d41ac33f911,-1
