,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0, ,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",a2,arg74877,arg74617,arg74877_arg74617,rr,b2dc02b7b0620f746fd7977a3e3e63,1
1,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad", ,a1,arg74617,arg75637,arg74617_arg75637,rr,c0b0fe9e84013a644bb70cd23c69a6,-1
2,s,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",a2,arg78078,arg74617,arg78078_arg74617,rr,f5e4fff3a4a9605b12629bf4cac95f,1
3,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",  ,a1,arg74617,arg78129,arg74617_arg78129,rr,dd1b4189a8ac774a3a58a6ffd278d1,-1
4, ,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",a2,arg78863,arg74617,arg78863_arg74617,rr,708754cef412a0e37feac91458b8fc,1
5,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",-before pulled apart at anaphase- before reduction ,a1,arg74617,arg79036,arg74617_arg79036,rr,841dca9eb28915b9a1d1de4bcdf39b,-1
6,Yp,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",a2,arg79346,arg74617,arg79346_arg74617,wr,e7f595f729b590fab3e6691536dc8c,1
7,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",Ks,a1,arg74617,arg81628,arg74617_arg81628,rr,8049cb3934a4b0f869218b4bdd1d4b,-1
8,Bivalent = homologs,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",a2,arg81900,arg74617,arg81900_arg74617,rr,b00ad99baf478544d3101ae9a61f07,1
9,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",think so,a1,arg74617,arg82009,arg74617_arg82009,rr,5c8f45fd300963b510e5e583a85f7a,-1
10,uij,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",a2,arg83205,arg74617,arg83205_arg74617,rr,49608560fb63a67dcb73693d0ceda4,1
11,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",.,a1,arg74617,arg87181,arg74617_arg87181,wr,27f1d1fa9e405d34c4645bfa23e2ed,-1
12, ,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",a2,arg96487,arg74617,arg96487_arg74617,rr,144fb01384ca2140141afe7561a460,1
13,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",.,a1,arg74617,arg96761,arg74617_arg96761,rr,ec0af916fb5a693fb11f8fe27aa0c6,-1
14,either metaphase,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",a2,arg97983,arg74617,arg97983_arg74617,rr,1ecf0b821c364abdbd7b417b940022,1
15,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",bivalent in mednmz,a1,arg74617,arg99007,arg74617_arg99007,rr,7c68a2b6422c9ef74de7821cbd22e3,-1
16,........,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",a2,arg99446,arg74617,arg99446_arg74617,wr,3e179fba728baed8c01e997ac36184,1
17,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad","During metaphase I, the homologous chromosomes pair up in the middle",a1,arg74617,arg99563,arg74617_arg99563,rr,07da7145e361ebe0bf395454cf83a4,-1
18,no idea,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",a2,arg104759,arg74617,arg104759_arg74617,rr,b292ad26093d12c6f412c0099a34dd,1
19,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",homologs,a1,arg74617,arg105714,arg74617_arg105714,rr,0d4f219b69a784ccd808051eac7845,-1
20,Bivalent?,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",a2,arg105929,arg74617,arg105929_arg74617,rr,25aacd8fff0658e1a2dfe9953dfc6b,1
21,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",lmlm,a1,arg74617,arg106445,arg74617_arg106445,rr,49de27d597d056c2f2d9261a80f9a8,-1
22,"gjll,g","1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",a2,arg106536,arg74617,arg106536_arg74617,rr,d22b2724721ba0da929fb42ad2e456,1
23,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",Bivalent = not metaphase i,a1,arg74617,arg107340,arg74617_arg107340,rr,c0ea6e7059333dd78629a86303cbeb,-1
24,cause,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",a2,arg111234,arg74617,arg111234_arg74617,rr,c529098d40ac1fccc2b019d768162c,1
25,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",Bivalents are the two pairs of homologous chromosomes (tetrads). They get lined up on the equator during metaphase 1.,a1,arg74617,arg189612,arg74617_arg189612,rr,ca13f590568c5963f3090275902099,-1
26,vI love you I love youI love youI love youI love youI love youI love youI love youI love youI love youI love you,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",a2,arg189686,arg74617,arg189686_arg74617,rr,11f1a8875488de92d068d9568ca86d,1
27,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",Genes align and alleles can be transferred from one chromosome to the next,a1,arg74617,arg196589,arg74617_arg196589,rr,36180e824619c72eb4686ff82b2870,-1
28,During Metaphase I of meiosis are the bivalents arranged along the equator,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",a2,arg197438,arg74617,arg197438_arg74617,rr,d8fd10340bfb930d8a59e59e51359a,1
29,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",During which stage of meiosis are the bivalents arranged along the equator?C. Metaphase I,a1,arg74617,arg223688,arg74617_arg223688,rr,293989c95cfc2fe9cd72b018bfe558,-1
30,They are arrange in metaphase I because in metaphase II they are univalent.,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",a2,arg229161,arg74617,arg229161_arg74617,rr,fffa2c73508a730ac92fa9c1510bdd,1
31,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",because because because because vbecause because because because because because because because,a1,arg74617,arg230643,arg74617_arg230643,rr,44b7f6ba94b4f09a40694355bfbe4f,-1
32,"Crossing over occurs during:

That does not seem like a clear explanation of your reasoning:
Depth","1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",a2,arg234314,arg74617,arg234314_arg74617,rr,0d0905678fc44ce0fdc960b0bb6167,1
33,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth Depth,a1,arg74617,arg235940,arg74617_arg235940,rr,91d55b62d66ae26ce4305aa1cda609,-1
34,"Prophase I

B. Metaphase II

C. Metaphase I

D. Anaphase II","1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",a2,arg240255,arg74617,arg240255_arg74617,rr,0dd25bf4271022a430f458130d935a,1
35,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",During which stage of meiosis are the bivalents arranged along the equator? During which stage of meiosis are the bivalents arranged along the equator?,a1,arg74617,arg248369,arg74617_arg248369,rr,ba0d4a2d564f032f5cd269e5ac73d1,-1
36,During which stage of meiosis are the bivalents arranged along the equator?,"1 bivalent = 1 chromo
2 bivalents = 2 homo chromo pair up = 1 tetrad",a2,arg253383,arg74617,arg253383_arg74617,rr,b93788079b11828db3f660965f6274,1
37,"a bivalent = a pair of homologous chromosomes 
in metaphase 2 the chromosomes are arranged along the equator ", ,a1,arg78292,arg79334,arg78292_arg79334,rr,bdec0e8e8e5c06c514969952e12dc0,-1
