,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0,on X chromosome,Most sex linked genes are on the X chromosome,a2,arg77836,arg69961,arg77836_arg69961,rr,3340368556c1c3339d531fe5657a11,1
1,Most sex linked genes are on the X chromosome,s,a1,arg69961,arg78079,arg69961_arg78079,rr,f5e4fff3a4a9605b12629bf4cac95f,-1
2, ,Most sex linked genes are on the X chromosome,a2,arg78130,arg69961,arg78130_arg69961,rr,dd1b4189a8ac774a3a58a6ffd278d1,1
3,Most sex linked genes are on the X chromosome,m,a1,arg69961,arg78574,arg69961_arg78574,rr,d53afd173c3f5093853af6b1ad4d38,-1
4,ya,Most sex linked genes are on the X chromosome,a2,arg79037,arg69961,arg79037_arg69961,rr,841dca9eb28915b9a1d1de4bcdf39b,1
5,Most sex linked genes are on the X chromosome, ,a1,arg69961,arg79946,arg69961_arg79946,wr,0afa302600bf72169f66c146a163ce,-1
6,sex linked -> x linked,Most sex linked genes are on the X chromosome,a2,arg81166,arg69961,arg81166_arg69961,rr,54b602f8b6cbd39d1d6e2ec8f5b893,1
7,Most sex linked genes are on the X chromosome,ll,a1,arg69961,arg87115,arg69961_arg87115,rr,e969de6f57d3ccca6cfb4d0560708d,-1
8,.,Most sex linked genes are on the X chromosome,a2,arg87926,arg69961,arg87926_arg69961,rr,48b961f1db3dd4876b16e703f47af2,1
9,Most sex linked genes are on the X chromosome,.,a1,arg69961,arg87984,arg69961_arg87984,rr,49576fcc061976107dfa27c933b67d,-1
10,"X chromosome is larger than the Y chromosome
",Most sex linked genes are on the X chromosome,a2,arg92936,arg69961,arg92936_arg69961,rr,8802245ba48176f94d3f163c97d717,1
11,Most sex linked genes are on the X chromosome,lib,a1,arg69961,arg94658,arg69961_arg94658,rr,0bb1b73bf390a7f789aa2b784a5f47,-1
12,.,Most sex linked genes are on the X chromosome,a2,arg96762,arg69961,arg96762_arg69961,rr,ec0af916fb5a693fb11f8fe27aa0c6,1
13,Most sex linked genes are on the X chromosome, bb,a1,arg69961,arg97261,arg69961_arg97261,rr,299fca65b4a9087fdb025b7f11cf4c,-1
14,yup,Most sex linked genes are on the X chromosome,a2,arg97531,arg69961,arg97531_arg69961,rr,b3e7bae43ae19a10a6ff766e0972d0,1
15,Most sex linked genes are on the X chromosome,this is the answer,a1,arg69961,arg97984,arg69961_arg97984,rr,1ecf0b821c364abdbd7b417b940022,-1
