,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0,know,1/2 x 1/2 = 1/4,a2,arg69549,arg68507,arg69549_arg68507,rr,710f05a894e40d30408e624d812a4b,1
1,1/2 x 1/2 = 1/4,huh,a1,arg68507,arg72601,arg68507_arg72601,rr,c0b0fe9e84013a644bb70cd23c69a6,-1
2,"Total offsprings=16, different possible combinions: AABB, aabb, AAbb, aaBB , so 4/16=1/4",1/2 x 1/2 = 1/4,a2,arg73029,arg68507,arg73029_arg68507,rr,83298ffad1d5c1507c9d8cc4371e8a,1
3,1/2 x 1/2 = 1/4,punnett square ,a1,arg68507,arg77711,arg68507_arg77711,rr,3340368556c1c3339d531fe5657a11,-1
4,duhh,1/2 x 1/2 = 1/4,a2,arg78464,arg68507,arg78464_arg68507,rr,810d29470accf9b483fee786524a29,1
5,1/2 x 1/2 = 1/4,math,a1,arg68507,arg96566,arg68507_arg96566,wr,ec0af916fb5a693fb11f8fe27aa0c6,-1
6,1/2 homozygous for a and 1/2 homozygous for b,1/2 x 1/2 = 1/4,a2,arg101302,arg68507,arg101302_arg68507,rr,775afec11b93dd23f17e6225796045,1
7,1/2 x 1/2 = 1/4,1/2x1/2,a1,arg68507,arg101663,arg68507_arg101663,rr,8782953790a3afb81aed6ed4801ed1,-1
8,kjnlkjkm,1/2 x 1/2 = 1/4,a2,arg105742,arg68507,arg105742_arg68507,wr,0d4f219b69a784ccd808051eac7845,1
9,"For a monohybrid cross, 1/2 of the offsprings are homozygous. For a dihybrid cross, we need only multiply these odds (1/2×1/2=1/4)",perfect thing only happens twice since these are heterozygous crosses,a1,arg71815,arg71935,arg71815_arg71935,wr,6fd733ce744be25ce02e000dcdac24,-1
10,draw the punnett square and count em up oh my god i hate mydalite already,"For a monohybrid cross, 1/2 of the offsprings are homozygous. For a dihybrid cross, we need only multiply these odds (1/2×1/2=1/4)",a2,arg184951,arg71815,arg184951_arg71815,wr,0a34069bc4e02d1760af57260ba487,1
11,"For a monohybrid cross, 1/2 of the offsprings are homozygous. For a dihybrid cross, we need only multiply these odds (1/2×1/2=1/4)",based on performing a punnet square and probabilities of the different alleles segregating ttogether,a1,arg71815,arg185039,arg71815_arg185039,rr,961c78ae187ff1031a265ee11bbc37,-1
12,"homozygous for each trait is 1/2, 1/2*1/2 = 1/4, so choose C","For a monohybrid cross, 1/2 of the offsprings are homozygous. For a dihybrid cross, we need only multiply these odds (1/2×1/2=1/4)",a2,arg185991,arg71815,arg185991_arg71815,rr,a4efbb59c3f3cc914065e25300dae6,1
13,"For a monohybrid cross, 1/2 of the offsprings are homozygous. For a dihybrid cross, we need only multiply these odds (1/2×1/2=1/4)",Deduced from the punnet square. The percentage of homozygous dominant plus homozygous recessive is a quarter.,a1,arg71815,arg186979,arg71815_arg186979,rr,9822d3735de7268210f74d3c2fa554,-1
14,the fraction for offspring have both homozygous traits is a quarter,"For a monohybrid cross, 1/2 of the offsprings are homozygous. For a dihybrid cross, we need only multiply these odds (1/2×1/2=1/4)",a2,arg187368,arg71815,arg187368_arg71815,rr,7d74aafc6f4143740a99ce570485df,1
