,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0, ,definition of allele :),a2,arg68817,arg68756,arg68817_arg68756,rr,b2dc02b7b0620f746fd7977a3e3e63,1
1,definition of allele :),definition,a1,arg68756,arg69563,arg68756_arg69563,rr,0bb1b73bf390a7f789aa2b784a5f47,-1
2,2 different on homologues ,definition of allele :),a2,arg71812,arg68756,arg71812_arg68756,rr,e76157e16bb5609476c036748a4d5c,1
3,definition of allele :),.,a1,arg68756,arg71848,arg68756_arg71848,rr,99e13597aca888836f3437b617fdc8,-1
4,c,definition of allele :),a2,arg72296,arg68756,arg72296_arg68756,rr,f5e4fff3a4a9605b12629bf4cac95f,1
5,definition of allele :),.,a1,arg68756,arg72490,arg68756_arg72490,rr,5cedf21fe930c659b63d770023ff7e,-1
6, ,definition of allele :),a2,arg72698,arg68756,arg72698_arg68756,rr,ba2195b8613d1aa0855a6a7d789f3f,1
7,definition of allele :),whu,a1,arg68756,arg73286,arg68756_arg73286,rr,176a63efe79737594c0bbdf9767c5a,-1
8,yis,definition of allele :),a2,arg75880,arg68756,arg75880_arg68756,rr,d53afd173c3f5093853af6b1ad4d38,1
9,definition of allele :),Of course,a1,arg68756,arg76137,arg68756_arg76137,rr,8b9a35ef268a7af3ffa6e39429cb44,-1
10,alleles,definition of allele :),a2,arg76854,arg68756,arg76854_arg68756,rr,8eb203e403c4e4f5ad0c22b0a6c240,1
11,definition of allele :),textbook defn,a1,arg68756,arg77120,arg68756_arg77120,rr,0103e5d111b63d8b3864c545edb013,-1
12, ,definition of allele :),a2,arg77737,arg68756,arg77737_arg68756,rr,14899b064827f55df8c48614f4274f,1
13,definition of allele :),notes,a1,arg68756,arg77765,arg68756_arg77765,rr,3340368556c1c3339d531fe5657a11,-1
14,By definition ,definition of allele :),a2,arg77868,arg68756,arg77868_arg68756,rr,57f5ae976a72c13b7d304c721b0a08,1
15,definition of allele :),?,a1,arg68756,arg77899,arg68756_arg77899,rr,3e179fba728baed8c01e997ac36184,-1
16,definition,definition of allele :),a2,arg78489,arg68756,arg78489_arg68756,wr,810d29470accf9b483fee786524a29,1
17,definition of allele :),def,a1,arg68756,arg78641,arg68756_arg78641,rr,3f723e391f6fc48fb0c52046239973,-1
18,00,definition of allele :),a2,arg78659,arg68756,arg78659_arg68756,rr,08e4bad90b7521b965ea164814285e,1
19,definition of allele :),yep,a1,arg68756,arg78914,arg68756_arg78914,rr,0be0ff8557741e78e06fc316bfeeec,-1
20,ya,definition of allele :),a2,arg79133,arg68756,arg79133_arg68756,rr,841dca9eb28915b9a1d1de4bcdf39b,1
21,definition of allele :), ,a1,arg68756,arg79484,arg68756_arg79484,rr,177f9fe28a7f447052d4f0c3344b3b,-1
22,in class,definition of allele :),a2,arg79700,arg68756,arg79700_arg68756,rr,3833d34efac4d96ebc009507f78f02,1
23,definition of allele :),Definitiiiiiiion,a1,arg68756,arg79924,arg68756_arg79924,rr,4f1854b22453f2bc5973c572636044,-1
24, ,definition of allele :),a2,arg80195,arg68756,arg80195_arg68756,rr,6bc0b3817e64f6acc8651e179a1194,1
25,definition of allele :),definition,a1,arg68756,arg80438,arg68756_arg80438,rr,450594fc663e4d694680ebfdda4895,-1
26,  ,definition of allele :),a2,arg81043,arg68756,arg81043_arg68756,rr,c11828d46b53cbf827f3a1903a57ce,1
27,definition of allele :),ok,a1,arg68756,arg81400,arg68756_arg81400,rr,8049cb3934a4b0f869218b4bdd1d4b,-1
28, ,definition of allele :),a2,arg82291,arg68756,arg82291_arg68756,rr,3bd5550c3c04ab9f5d9d55cfba6d09,1
29,definition of allele :),..,a1,arg68756,arg86164,arg68756_arg86164,rr,e969de6f57d3ccca6cfb4d0560708d,-1
30,YES,definition of allele :),a2,arg86399,arg68756,arg86399_arg68756,rr,710f05a894e40d30408e624d812a4b,1
31,definition of allele :),.,a1,arg68756,arg86828,arg68756_arg86828,rr,d559bad2ec1c3fc1b4f926c8c48086,-1
32, ,definition of allele :),a2,arg91864,arg68756,arg91864_arg68756,rr,e0a1594af936886ef4c268f9ba053e,1
33,definition of allele :),-,a1,arg68756,arg91975,arg68756_arg91975,rr,d709f71cb4f0a254ee0d56af55a832,-1
34, ,definition of allele :),a2,arg92291,arg68756,arg92291_arg68756,rr,048559c9100373cd2ce89faba8a70e,1
35,definition of allele :),def,a1,arg68756,arg93091,arg68756_arg93091,rr,8802245ba48176f94d3f163c97d717,-1
36,caus,definition of allele :),a2,arg96627,arg68756,arg96627_arg68756,wr,ec0af916fb5a693fb11f8fe27aa0c6,1
37,definition of allele :),different variations of a gene,a1,arg68756,arg99753,arg68756_arg99753,rr,49de27d597d056c2f2d9261a80f9a8,-1
38,Definition,definition of allele :),a2,arg105165,arg68756,arg105165_arg68756,rr,9bd4ca10705470328068efc939c871,1
39,definition of allele :),asdfghjkl,a1,arg68756,arg106743,arg68756_arg106743,rr,d22b2724721ba0da929fb42ad2e456,-1
40,alleles,definition of allele :),a2,arg107449,arg68756,arg107449_arg68756,rr,c0ea6e7059333dd78629a86303cbeb,1
41,definition of allele :),thats it,a1,arg68756,arg153836,arg68756_arg153836,rr,824b9f3213e446743a4f906e4c7219,-1
42,..,Locus is where the gene is located. Homozygote refers to a possible genotype. Tetrad is the name of a structure formed during meiosis.,a2,arg72358,arg72025,arg72358_arg72025,rr,f9492d6919058d9e266fd90f87a2c3,1
43,Locus is where the gene is located. Homozygote refers to a possible genotype. Tetrad is the name of a structure formed during meiosis.,facts,a1,arg72025,arg74505,arg72025_arg74505,rr,3f8c6489c0aa8afc2efe365be73175,-1
44,yuppp,Locus is where the gene is located. Homozygote refers to a possible genotype. Tetrad is the name of a structure formed during meiosis.,a2,arg111654,arg72025,arg111654_arg72025,rr,54b5fd31243de08ea4b8f00b4966e9,1
45,Locus is where the gene is located. Homozygote refers to a possible genotype. Tetrad is the name of a structure formed during meiosis.,An allele is defined as another version of a gene,a1,arg72025,arg185717,arg72025_arg185717,rr,deb461e87650bba258e39857684079,-1
46,The alleles are different versions of the same gene on homologous chromosomes.,Locus is where the gene is located. Homozygote refers to a possible genotype. Tetrad is the name of a structure formed during meiosis.,a2,arg186255,arg72025,arg186255_arg72025,rr,8c97974493a339b154793e66c496ec,1
47,Locus is where the gene is located. Homozygote refers to a possible genotype. Tetrad is the name of a structure formed during meiosis.,"These variations of a gene are called alleles. Alleles can be passed on and depending on their character, they will alter the phenotype expressed.",a1,arg72025,arg188477,arg72025_arg188477,rr,77792e8bba538394722dd000a5191d,-1
48,"There is the dominant and the recessive alleles. They are located on the same place, but on two sister chromatids",Locus is where the gene is located. Homozygote refers to a possible genotype. Tetrad is the name of a structure formed during meiosis.,a2,arg189539,arg72025,arg189539_arg72025,rr,cc7c4a9e7355ec3ed89d427e1acd92,1
