,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0, ,"assuming V^l and V^f can be codominant, they might create a 6th phenotype",a2,arg74719,arg74676,arg74719_arg74676,rr,b2dc02b7b0620f746fd7977a3e3e63,1
1,"assuming V^l and V^f can be codominant, they might create a 6th phenotype",2^5 = 32,a1,arg74676,arg76253,arg74676_arg76253,wr,91b81abeeb3dd5b4f163738528596a,-1
2,log,"assuming V^l and V^f can be codominant, they might create a 6th phenotype",a2,arg78530,arg74676,arg78530_arg74676,rr,d53afd173c3f5093853af6b1ad4d38,1
3,"assuming V^l and V^f can be codominant, they might create a 6th phenotype",One phenotype per allele,a1,arg74676,arg82562,arg74676_arg82562,wr,410ca00435eaad25ff6558dea98bef,-1
4,.,"assuming V^l and V^f can be codominant, they might create a 6th phenotype",a2,arg87902,arg74676,arg87902_arg74676,wr,48b961f1db3dd4876b16e703f47af2,1
5,"assuming V^l and V^f can be codominant, they might create a 6th phenotype","different phenotypes can be determined by each allele, except vl and vh are weighed equally",a1,arg74676,arg196747,arg74676_arg196747,rr,929d3cfe56acac8c2de5523f086dc4,-1
6,"Vby and anything, Vl and VH, Vl and a recessive allele, VH and a recessive allele, Vf and a recessive allele, v and v.","There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",a2,arg77724,arg77656,arg77724_arg77656,rr,468d9835aa2dd2ba5ab16b54ebfbc1,1
7,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",One for each + a mix of Vl and Vh.,a1,arg77656,arg81102,arg77656_arg81102,rr,54b602f8b6cbd39d1d6e2ec8f5b893,-1
8,Because there are many alleles that affect the same trait and there is no codominance. ,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",a2,arg81446,arg77656,arg81446_arg77656,wr,ff8e434947ba49017eff3d2d477ba7,1
9,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype","I think if you have a Vl and Vh genotype heterozygote they make a unique phenotype, and the rest have one phenotype per dominant genotype.",a1,arg77656,arg81966,arg77656_arg81966,rr,5c8f45fd300963b510e5e583a85f7a,-1
10,"each allele would have its own phenotype but since v^l and v^h are co-dominant, they would present an intermediate phenotype being the sixth.","There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",a2,arg86789,arg77656,arg86789_arg77656,rr,75151c3099ca1bb0987f709884fe02,1
11,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",5 for each and 1 combo of h and l.,a1,arg77656,arg96926,arg77656_arg96926,rr,5cedf21fe930c659b63d770023ff7e,-1
12,"Vby homozygotes and heterozygotes will give vby phenotype 
Homozygotes of vl&h&f&v each give one phenotype. vlvh will have a mix - incomplete dominance","There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",a2,arg98119,arg77656,arg98119_arg77656,rr,f42e3beb6d79465220551491ce334b,1
13,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",2^5 by rule,a1,arg77656,arg98872,arg77656_arg98872,wr,1a91f81232778722fa77d9a510dfbe,-1
14,I stick with my nationale.,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",a2,arg101358,arg77656,arg101358_arg77656,rr,83298ffad1d5c1507c9d8cc4371e8a,1
15,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype","5 genes, 2 are co/incomplete dominance so that is a new phenotype",a1,arg77656,arg101410,arg77656_arg101410,rr,775afec11b93dd23f17e6225796045,-1
16,l and h can mix,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",a2,arg105691,arg77656,arg105691_arg77656,rr,0d4f219b69a784ccd808051eac7845,1
17,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",1 for each and 1 for the 2 equal,a1,arg77656,arg105997,arg77656_arg105997,rr,9ff916b24a214164ad7838787f7eb5,-1
18,"by _, I h, I _, h _, f v, v v are the 6 possible options","There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",a2,arg106174,arg77656,arg106174_arg77656,rr,ef7cec2ad22c937d06e4c5920d954d,1
19,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",one phenotype for each being homozygous and another due to incomplete dominance,a1,arg77656,arg107283,arg77656_arg107283,rr,048559c9100373cd2ce89faba8a70e,-1
20,ho r we supposed to know,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",a2,arg108513,arg77656,arg108513_arg77656,wr,589825356cba5f0bd69a20f4b2c4a2,1
21,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype","when the ""superior"" alleles are combined with the inferior ones, the inferior ones get cancelled. example: Vby with anything is Vby. Vl with Vh might make a new phenotype because none is dominant.",a1,arg77656,arg194989,arg77656_arg194989,rr,fc13639375c6bbf3c6925b790383f9,-1
22,"(by) are different phenotypes but the same genotype, while (I and h) are two more that are co dominant, so in total it adds up to 10.","There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",a2,arg196217,arg77656,arg196217_arg77656,wr,32cc4976517d556e4bd21531dbde83,1
23,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype","Two blood type polymorphisms that exist in humans are the ABO blood groups and the MN blood groups. Two men took a paternity dispute to court, each claiming three children of a particular woman to be his own. The blood groups of the men, the children and their mother were as follows:",a1,arg77656,arg197674,arg77656_arg197674,wr,8a082d1d74b03e87ce06fee007ebe5,-1
24,each allele can be dominant and the last phenotype is ViVh.,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",a2,arg197826,arg77656,arg197826_arg77656,rr,1182fd51f65265d9fa0f215476622e,1
25,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",5 of the homozygous genotypes which measn 5 possible phenotypes,a1,arg77656,arg198285,arg77656_arg198285,wr,4a6b1223506f7c52af7caa0d51a045,-1
26,there are 6 different phenotype because 5 is obvious but the 6th would be an example of codominance.,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",a2,arg198635,arg77656,arg198635_arg77656,rr,72c895b304c0a6e1c658df40cea1e5,1
27,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",the number of different combination of alleles possible is 2^5  = 32.,a1,arg77656,arg198667,arg77656_arg198667,wr,6faf803c719243718e98e8e184acb0,-1
28,"there are 6 different possible phenotypes, because two of the have equal dominance leading to an additional type","There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",a2,arg198943,arg77656,arg198943_arg77656,rr,2cde0759562626fda57887aefa6810,1
29,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype","The 6 phenotypes would be by, Ih, I, h, v and f according to the given inheritance pattern ( I and h are codominance).",a1,arg77656,arg199187,arg77656_arg199187,rr,853d76e4fed364ec714932ca6ad13d,-1
30,"If Vby is present, it masks the other phenotypes. If Vl is present but Vby isn't, you will see Vl . Similar for other phenotypes (see the most dominant phenotype present.","There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",a2,arg199407,arg77656,arg199407_arg77656,wr,47da76dc2857ee994cf007666b04ff,1
31,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype","I don't know how to explain it, I counted the possible phenotypes",a1,arg77656,arg199535,arg77656_arg199535,rr,5f0df47c28d1b11d5e56f5af7732d9,-1
32,Since there are 5 alleles but only 4 of them are functionally different there are 2^4 different combinations.,"There's 5 different alleles, each with a corresponding phenotype. But if a clover has both Vl and Vh, they would both be expressed together, adding a sixth phenotype",a2,arg199977,arg77656,arg199977_arg77656,wr,c5147c1b67c49927d6b7ef44c8749e,1
