,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0,independent assoortment states that genes on different chromosomes will segregate independently of each other,All of these are true for Mendel's law ,a2,arg68713,arg68523,arg68713_arg68523,rr,ee7b40f08ecc3e6ceca31a6f6b2a5d,1
1,All of these are true for Mendel's law ,All answers are correct,a1,arg68523,arg68777,arg68523_arg68777,rr,468d9835aa2dd2ba5ab16b54ebfbc1,-1
2,..,All of these are true for Mendel's law ,a2,arg71831,arg68523,arg71831_arg68523,rr,99e13597aca888836f3437b617fdc8,1
3,All of these are true for Mendel's law ,That's just how it is,a1,arg68523,arg71982,arg68523_arg71982,rr,5c8f45fd300963b510e5e583a85f7a,-1
4,.,All of these are true for Mendel's law ,a2,arg72471,arg68523,arg72471_arg68523,rr,5cedf21fe930c659b63d770023ff7e,1
5,All of these are true for Mendel's law ,All,a1,arg68523,arg74206,arg68523_arg74206,rr,1ecf0b821c364abdbd7b417b940022,-1
6,yeah,All of these are true for Mendel's law ,a2,arg74218,arg68523,arg74218_arg68523,rr,3f723e391f6fc48fb0c52046239973,1
7,All of these are true for Mendel's law ,Independent assortment states that each of the genes are mixed up randomly in respect to each other unless they are close together on the same chromosome. ,a1,arg68523,arg74220,arg68523_arg74220,rr,ff8e434947ba49017eff3d2d477ba7,-1
8,"all correct
",All of these are true for Mendel's law ,a2,arg75647,arg68523,arg75647_arg68523,rr,d53afd173c3f5093853af6b1ad4d38,1
9,All of these are true for Mendel's law ,notes,a1,arg68523,arg77539,arg68523_arg77539,rr,3340368556c1c3339d531fe5657a11,-1
10,00,All of these are true for Mendel's law ,a2,arg77927,arg68523,arg77927_arg68523,rr,08e4bad90b7521b965ea164814285e,1
11,All of these are true for Mendel's law ,All are true,a1,arg68523,arg78289,arg68523_arg78289,rr,3c51f38cd05bf8261f066dceafb818,-1
12,.,All of these are true for Mendel's law ,a2,arg80111,arg68523,arg80111_arg68523,rr,52a0801ec0b18861cc6df508f1b10b,1
13,All of these are true for Mendel's law ,The two genes are packaged/sorted into gametes independently ,a1,arg68523,arg80860,arg68523_arg80860,wr,0be5fbbd69280e7e6725be63847208,-1
14,.,All of these are true for Mendel's law ,a2,arg81249,arg68523,arg81249_arg68523,rr,54b602f8b6cbd39d1d6e2ec8f5b893,1
15,All of these are true for Mendel's law ,n,a1,arg68523,arg81452,arg68523_arg81452,rr,1a91f81232778722fa77d9a510dfbe,-1
16,h,All of these are true for Mendel's law ,a2,arg86070,arg68523,arg86070_arg68523,rr,48b961f1db3dd4876b16e703f47af2,1
17,All of these are true for Mendel's law , ,a1,arg68523,arg86680,arg68523_arg86680,rr,89e8f909166ff575a315ba47797f9f,-1
18,  ,All of these are true for Mendel's law ,a2,arg91785,arg68523,arg91785_arg68523,rr,e0a1594af936886ef4c268f9ba053e,1
