,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
0, ,the probability of two independent events do not interfere with each other,a2,arg68822,arg68767,arg68822_arg68767,rr,b2dc02b7b0620f746fd7977a3e3e63,1
1,the probability of two independent events do not interfere with each other,sense,a1,arg68767,arg69566,arg68767_arg69566,rr,0bb1b73bf390a7f789aa2b784a5f47,-1
2, ,the probability of two independent events do not interfere with each other,a2,arg70865,arg68767,arg70865_arg68767,rr,dd1b4189a8ac774a3a58a6ffd278d1,1
3,the probability of two independent events do not interfere with each other,.,a1,arg68767,arg71851,arg68767_arg71851,rr,99e13597aca888836f3437b617fdc8,-1
4,Each new child is like a new coin flip .: doesn't matter what the previous phenotype is. ,the probability of two independent events do not interfere with each other,a2,arg72363,arg68767,arg72363_arg68767,rr,f9492d6919058d9e266fd90f87a2c3,1
5,the probability of two independent events do not interfere with each other,Probabilities remain constant.,a1,arg68767,arg72493,arg68767_arg72493,rr,5cedf21fe930c659b63d770023ff7e,-1
6,yeet,the probability of two independent events do not interfere with each other,a2,arg72644,arg68767,arg72644_arg68767,rr,9c879c20dda43dc90748042d0eb20f,1
7,the probability of two independent events do not interfere with each other,Probabilities won't change,a1,arg68767,arg73060,arg68767_arg73060,rr,83298ffad1d5c1507c9d8cc4371e8a,-1
8,The chance does not change according to the order of birth.,the probability of two independent events do not interfere with each other,a2,arg76154,arg68767,arg76154_arg68767,rr,8b9a35ef268a7af3ffa6e39429cb44,1
9,the probability of two independent events do not interfere with each other,n,a1,arg68767,arg77080,arg68767_arg77080,rr,8eb203e403c4e4f5ad0c22b0a6c240,-1
10,One kid doesn't affect what the other will be.,the probability of two independent events do not interfere with each other,a2,arg77742,arg68767,arg77742_arg68767,rr,14899b064827f55df8c48614f4274f,1
11,the probability of two independent events do not interfere with each other,it does not matter what the other child's phenotype is ,a1,arg68767,arg77778,arg68767_arg77778,rr,3340368556c1c3339d531fe5657a11,-1
12,.,the probability of two independent events do not interfere with each other,a2,arg77912,arg68767,arg77912_arg68767,rr,3e179fba728baed8c01e997ac36184,1
13,the probability of two independent events do not interfere with each other,.,a1,arg68767,arg78040,arg68767_arg78040,rr,05da4f8e559772632f274bc9ec7be3,-1
14,.,the probability of two independent events do not interfere with each other,a2,arg78381,arg68767,arg78381_arg68767,rr,3c51f38cd05bf8261f066dceafb818,1
15,the probability of two independent events do not interfere with each other,the chance of each child getting recessive gene is unrelated to each other,a1,arg68767,arg78517,arg68767_arg78517,rr,cead6646672b7b1bc6a7a53b4a3d15,-1
16,Aa x Aa ,the probability of two independent events do not interfere with each other,a2,arg78922,arg68767,arg78922_arg68767,rr,0be0ff8557741e78e06fc316bfeeec,1
17,the probability of two independent events do not interfere with each other,d,a1,arg68767,arg78963,arg68767_arg78963,rr,8ea6d35ef00f2b5729baa089d59334,-1
18, ,the probability of two independent events do not interfere with each other,a2,arg79490,arg68767,arg79490_arg68767,rr,177f9fe28a7f447052d4f0c3344b3b,1
19,the probability of two independent events do not interfere with each other,The cross probabilities start over with each cross,a1,arg68767,arg79936,arg68767_arg79936,rr,4f1854b22453f2bc5973c572636044,-1
20, ,the probability of two independent events do not interfere with each other,a2,arg80202,arg68767,arg80202_arg68767,rr,6bc0b3817e64f6acc8651e179a1194,1
21,the probability of two independent events do not interfere with each other,n,a1,arg68767,arg80955,arg68767_arg80955,rr,c1b78ab4dbd2ab5405cde4e9275677,-1
22,/,the probability of two independent events do not interfere with each other,a2,arg81861,arg68767,arg81861_arg68767,rr,6be9daa2bf82af5976958bafa6bb13,1
